matrix_id,matrix_label,anchor_source_id,anchor_kind,completeness_claim,scope_definition,blocker,last_reviewed_at,item_id,person_id,anchor_entry,anchor_passage_ids,original_date_text,summary,coverage_status,appointment_ids,evidence_status,gap_reason,dataset_version,data_license,citation
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:huzhou,chs:person:su-shi,徙知湖州,chs:passage:song-shi-338-huzhou-huangzhou,,湖州调任,partial,chs:appointment:su-shi-huzhou,reviewed,赴任与台狱之间的精确日期待核。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:huangzhou,chs:person:su-shi,以黄州团练副使安置,chs:passage:song-shi-338-huzhou-huangzhou,谢表：去岁十二月二十九日；今月一日到本所,黄州处分、限制与实际到达,partial,chs:appointment:su-shi-huangzhou,reviewed,检校尚书水部员外郎尚未解析；相对日期尚未绝对换算。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:ruzhou-not-assumed,chs:person:su-shi,手札移轼汝州；轼未至汝,chs:passage:song-shi-338-ruzhou-coverage,黄州三年后,汝州量移未赴,gap,,reviewed,未赴边界已定位，但汝州 place、量移动作和后续常州居住 episode 尚未录入。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:yuanyou-restoration,chs:person:su-shi,复朝奉郎、知登州,chs:passage:song-shi-338-yuanyou,神宗崩，哲宗立,哲宗初恢复与登州任命,partial,chs:appointment:su-shi-chaofeng-zhidengzhou,reviewed,实际是否到任与后续召为礼部郎中尚待拆录。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:libu-langzhong,chs:person:su-shi,召为礼部郎中,chs:passage:song-shi-338-yuanyou,哲宗初,召为礼部郎中,gap,,reviewed,礼部郎中 title usage、召还动作与到任起止尚未录入。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:qiju-sheren,chs:person:su-shi,迁起居舍人,chs:passage:song-shi-338-yuanyou,召为礼部郎中后,起居舍人迁任,gap,,reviewed,官名版本已有制度定义，但人物 appointment 与任事 episode 尚未录入。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:zhongshu-sheren,chs:person:su-shi,迁中书舍人,chs:passage:song-shi-338-yuanyou,元祐元年,中书舍人任命,partial,chs:appointment:su-shi-zhongshu-sheren,reviewed,实际任事起止和职掌证据尚待交叉核对。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:hanlin-xueshi,chs:person:su-shi,寻除翰林学士,chs:passage:song-shi-338-yuanyou,寻,翰林学士任命,partial,chs:appointment:su-shi-hanlin-xueshi,reviewed,仅有相对顺序，实际入院与起止待核。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:changzhou-tuanlian-fushi,chs:person:su-shi,臣为常州团练副使,chs:passage:song-shi-338-changzhou-rank-coverage,宣仁后问话中的‘前年’,常州团练副使身份自述,gap,,reviewed,传文只有身份回顾，没有授命句；须以年谱或同期制词补动作和日期。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:shidu,chs:person:su-shi,二年，兼侍读,chs:passage:song-shi-338-yuanyou-mid-coverage,元祐二年,兼侍读,gap,,reviewed,侍读与翰林侍读学士不可按相似名称自动合并，待建立正确 title usage。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:zhi-libu-gongju,chs:person:su-shi,三年，权知礼部贡举,chs:passage:song-shi-338-yuanyou-mid-coverage,元祐三年,权知礼部贡举,gap,,reviewed,临时差遣的权、知与贡举职责尚未拆成有序 components。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:hangzhou-second,chs:person:su-shi,拜龙图阁学士、知杭州,chs:passage:song-shi-338-hangzhou-second,元祐四年,龙图阁学士与第二次杭州任命,partial,chs:appointment:su-shi-hangzhou-second,reviewed,精确日期和完整身份组合待年谱。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:libu-shangshu-not-assumed,chs:person:su-shi,召为吏部尚书，未至,chs:passage:song-shi-338-yuanyou-six-coverage,元祐六年,吏部尚书未赴,gap,,reviewed,必须建立受命未赴的 appointment 与 not_assumed service 状态，不能写成任职。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:hanlin-chengzhi,chs:person:su-shi,改翰林承旨,chs:passage:song-shi-338-yuanyou-six-coverage,元祐六年,翰林承旨改授,gap,,reviewed,官名概念已有，人物改授动作和任事起止尚未录入。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:yingzhou-longtu,chs:person:su-shi,以龙图阁学士出知颍州,chs:passage:song-shi-338-yuanyou-six-coverage,元祐六年,颍州出知,gap,,reviewed,颍州与英州须用不同 place ID；当前颍州地点和复合 appointment 未录入。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:yangzhou,chs:person:su-shi,七年，徙扬州,chs:passage:song-shi-338-yuanyou-seven-coverage,元祐七年,扬州调任,gap,,reviewed,“徙扬州”省略知州成分，须结合前后文和年谱谨慎解析。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:bingbu-shangshu-shidu,chs:person:su-shi,以兵部尚书召兼侍读,chs:passage:song-shi-338-yuanyou-seven-coverage,元祐七年,兵部尚书兼侍读,gap,,reviewed,召、兵部尚书与兼侍读三个成分尚未拆录。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:lubu-shi,chs:person:su-shi,轼为卤簿使,chs:passage:song-shi-338-yuanyou-seven-coverage,元祐七年南郊,南郊卤簿使临时任务,gap,,reviewed,临时礼仪任务应建 assignment，不与常任官职混写。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:libu-duanming-hanlin-shidu,chs:person:su-shi,迁礼部兼端明殿、翰林侍读两学士，为礼部尚书,chs:passage:song-shi-338-yuanyou-seven-coverage,元祐七年,礼部尚书与两学士复合身份,gap,,reviewed,原句结构复杂，须核点校本并按顺序拆解礼部、两学士和礼部尚书。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:dingzhou,chs:person:su-shi,以两学士出知定州,chs:passage:song-shi-338-yuanyou-eight-coverage,元祐八年,定州出知,gap,,reviewed,“两学士”回指和定州实际任事须跨段连接，尚未建 appointment 与 service。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:yingzhou-not-assumed,chs:person:su-shi,以本官知英州，寻降一官，未至,chs:passage:song-shi-338-late,绍圣初,英州未赴任命与降官,partial,chs:appointment:su-shi-yingzhou-not-assumed,reviewed,“本官”与“降一官”的具体内容尚未解析。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
su-shi-song-shi-338-exhaustive,苏轼官履：《宋史》卷338任官语句完整对照,chs:source:song-shi,official_biography,exhaustive_for_anchor,人工通读《宋史》卷338苏轼传全文，按传文顺序枚举其中对苏轼本人的调、除、判、得、命权、通判、徙知、责授、移、复、召、迁、兼、拜、改、出知、量移、追赠等任官或制度身份语句。穷尽性只对这个数字转录锚点成立，不等于孔凡礼年谱定义的完整官履。,,2026-07-13,su-shi:song-shi:huizhou,chs:person:su-shi,贬宁远军节度副使，惠州安置,chs:passage:song-shi-338-late,绍圣初,惠州处分组合,partial,chs:appointment:su-shi-huizhou-punitive,reviewed,实际到达、安置限制和起止待同期材料。,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
